"deaths_location","week_start","avg_weekly_cases","avg_weekly_deaths"
"Ecuador","2020-04-06","541.71","20.43"
"Cuba","2020-04-06","47.43","1.43"
"Bangladesh","2020-04-06","76.14","3.71"
"Iceland","2020-04-06","30.43","0.57"
"Cameroon","2020-04-06","38.14","0.29"
"Haiti","2020-04-06","1.86","0.29"
"Monaco","2020-04-06","1.71","0.14"
"Croatia","2020-04-06","58.29","1.29"
"Burkina Faso","2020-04-06","17.14","0.14"
"Colombia","2020-04-13","138.00","10.43"
"Bahrain","2020-04-13","104.71","0.14"
"Bahamas","2020-04-13","1.71","0.14"
"Lithuania","2020-04-13","34.00","1.29"
"Liberia","2020-04-13","5.86","0.43"
"Lower middle income","2020-04-13","5173.43","250.14"
"Sweden","2020-04-13","546.86","95.29"
"Lebanon","2020-04-13","7.71","0.14"
"Latvia","2020-04-13","10.86","0.14"
"Luxembourg","2020-04-13","26.14","2.43"
"Kuwait","2020-04-13","85.29","0.71"
"Kosovo","2020-04-13","32.43","0.86"
"Sudan","2020-04-13","6.71","1.14"
"Kenya","2020-04-13","10.14","0.57"
"Malawi","2020-04-13","0.71","0.14"
"Africa","2020-04-13","1034.00","77.43"
"Kazakhstan","2020-04-13","104.29","1.29"
"Switzerland","2020-04-13","281.43","36.57"
"Jersey","2020-04-13","6.71","1.14"
"Malaysia","2020-04-13","110.71","2.14"
"Japan","2020-04-13","516.14","9.00"
"Saudi Arabia","2020-04-13","605.86","5.71"
"Jamaica","2020-04-13","14.00","0.14"
"Italy","2020-04-13","3379.14","537.00"
"Mali","2020-04-13","15.86","0.57"
"Israel","2020-04-13","366.71","9.00"
"Isle of Man","2020-04-13","12.43","0.43"
"Albania","2020-04-13","17.57","0.43"
"Low income","2020-04-13","201.14","38.86"
"Ireland","2020-04-13","841.57","48.71"
"Tanzania","2020-04-13","16.57","0.29"
"Martinique","2020-04-13","1.14","0.86"
"Iraq","2020-04-13","27.86","1.43"
"Thailand","2020-04-13","30.57","1.29"
"Iran","2020-04-13","1548.43","96.29"
"Indonesia","2020-04-13","333.43","29.86"
"San Marino","2020-04-13","14.14","0.57"
"Mayotte","2020-04-13","7.71","0.29"
"Algeria","2020-04-13","101.29","13.14"
"India","2020-04-13","1050.86","33.43"
"Iceland","2020-04-13","10.00","0.14"
"Togo","2020-04-13","1.14","0.29"
"Mexico","2020-04-13","851.14","107.00"
"Hungary","2020-04-13","72.29","12.86"
"Honduras","2020-04-13","9.29","3.14"
"Spain","2020-04-13","3308.43","558.86"
"High income","2020-04-13","55549.14","6517.43"
"Moldova","2020-04-13","113.00","4.29"
"Andorra","2020-04-13","11.71","1.00"
"Haiti","2020-04-13","1.86","0.14"
"Guinea","2020-04-13","32.43","0.57"
"Guernsey","2020-04-13","4.29","0.57"
"Tunisia","2020-04-13","25.86","1.29"
"Montenegro","2020-04-13","6.14","0.43"
"Guatemala","2020-04-13","14.00","0.57"
"Guadeloupe","2020-04-13","0.29","0.43"
"Morocco","2020-04-13","162.86","3.71"
"Turkey","2020-04-13","4308.86","112.71"
"Greece","2020-04-13","22.00","2.43"
"Germany","2020-04-13","2548.29","182.71"
"South Korea","2020-04-13","21.29","2.86"
"Myanmar","2020-04-13","9.86","0.29"
"Georgia","2020-04-13","20.29","0.14"
"France","2020-04-13","2562.00","782.86"
"Netherlands","2020-04-13","1030.14","137.00"
"Afghanistan","2020-04-13","54.00","1.71"
"Finland","2020-04-13","117.43","10.29"
"Argentina","2020-04-13","153.71","10.57"
"Ukraine","2020-04-13","381.71","8.29"
"European Union","2020-04-13","17643.14","2747.86"
"New Zealand","2020-04-13","7.00","1.00"
"Europe","2020-04-13","27831.86","4153.29"
"Eswatini","2020-04-13","1.14","0.14"
"United Arab Emirates","2020-04-13","366.57","2.43"
"South America","2020-04-13","4093.00","325.86"
"Nigeria","2020-04-13","31.86","1.29"
"Estonia","2020-04-13","31.00","2.00"
"El Salvador","2020-04-13","10.29","0.14"
"Armenia","2020-04-13","39.71","1.00"
"North America","2020-04-13","30838.57","2514.43"
"Egypt","2020-04-13","156.14","11.14"
"Ecuador","2020-04-13","252.14","20.14"
"North Macedonia","2020-04-13","54.14","2.43"
"Dominican Republic","2020-04-13","245.00","13.00"
"United Kingdom","2020-04-13","4424.14","1297.43"
"Denmark","2020-04-13","178.00","12.29"
"Democratic Republic of Congo","2020-04-13","13.29","30.43"
"Norway","2020-04-13","88.00","7.14"
"Aruba","2020-04-13","0.57","0.29"
"Czechia","2020-04-13","107.71","6.29"
"United States","2020-04-13","28021.43","2271.14"
"South Africa","2020-04-13","143.71","3.43"
"Oceania","2020-04-13","51.29","2.71"
"Cyprus","2020-04-13","20.71","0.29"
"Cuba","2020-04-13","52.29","2.29"
"Croatia","2020-04-13","42.57","2.57"
"Oman","2020-04-13","90.57","0.43"
"Asia","2020-04-13","11895.29","538.43"
"Cote d'Ivoire","2020-04-13","34.29","0.57"
"United States Virgin Islands","2020-04-13","0.29","0.29"
"Pakistan","2020-04-13","422.14","10.43"
"Costa Rica","2020-04-13","13.00","0.14"
"Congo","2020-04-13","10.43","0.14"
"Upper middle income","2020-04-13","14794.57","802.43"
"Russia","2020-04-13","3869.00","33.00"
"Somalia","2020-04-13","16.29","0.86"
"China","2020-04-13","102.71","184.71"
"Panama","2020-04-13","176.57","5.86"
"Chile","2020-04-13","400.43","7.57"
"Australia","2020-04-13","42.43","1.71"
"Uruguay","2020-04-13","7.17","0.29"
"Paraguay","2020-04-13","9.86","0.29"
"Canada","2020-04-13","1391.29","105.43"
"Cameroon","2020-04-13","27.71","4.29"
"Burkina Faso","2020-04-13","13.14","2.57"
"Peru","2020-04-13","1084.57","120.00"
"Bulgaria","2020-04-13","31.00","1.86"
"Uzbekistan","2020-04-13","99.86","0.29"
"Slovenia","2020-04-13","17.86","3.00"
"Austria","2020-04-13","127.00","15.86"
"Philippines","2020-04-13","237.00","21.43"
"Brazil","2020-04-13","2006.29","155.00"
"Bosnia and Herzegovina","2020-04-13","47.57","1.43"
"Poland","2020-04-13","341.00","19.57"
"Bolivia","2020-04-13","31.14","1.57"
"Bermuda","2020-04-13","5.00","0.14"
"Romania","2020-04-13","346.86","18.57"
"Slovakia","2020-04-13","59.86","1.43"
"Portugal","2020-04-13","640.43","32.29"
"Belgium","2020-04-13","1193.00","260.00"
"Puerto Rico","2020-04-13","20.71","3.14"
"Azerbaijan","2020-04-13","49.86","0.71"
"Belarus","2020-04-13","437.57","3.14"
"Barbados","2020-04-13","1.14","0.14"
"Singapore","2020-04-13","527.57","0.43"
"Qatar","2020-04-13","325.71","0.29"
"Bangladesh","2020-04-13","262.14","8.14"
"World","2020-04-13","75744.00","7612.14"
"Serbia","2020-04-13","373.43","6.14"
"Bahamas","2020-04-20","2.57","0.29"
"Sierra Leone","2020-04-20","8.00","0.57"
"Sweden","2020-04-20","613.00","79.86"
"Nigeria","2020-04-20","91.57","2.29"
"Martinique","2020-04-20","1.00","0.29"
"Japan","2020-04-20","403.00","26.71"
"European Union","2020-04-20","13497.00","1976.29"
"Low income","2020-04-20","312.86","10.29"
"Uruguay","2020-04-20","7.86","0.43"
"Latvia","2020-04-20","12.14","0.71"
"Cyprus","2020-04-20","7.00","0.29"
"Singapore","2020-04-20","957.29","0.14"
"Germany","2020-04-20","1861.29","116.43"
"Estonia","2020-04-20","16.57","1.14"
"Lower middle income","2020-04-20","5879.43","237.43"
"Honduras","2020-04-20","19.14","1.29"
"Turkey","2020-04-20","3634.86","116.57"
"Panama","2020-04-20","161.14","5.57"
"Lithuania","2020-04-20","18.14","1.14"
"Tanzania","2020-04-20","21.71","0.71"
"Bangladesh","2020-04-20","422.86","7.71"
"Equatorial Guinea","2020-04-20","29.43","0.14"
"Saint Martin (French part)","2020-04-20","0.14","0.14"
"Romania","2020-04-20","316.71","25.71"
"Australia","2020-04-20","16.71","1.71"
"Saudi Arabia","2020-04-20","1146.43","6.29"
"Finland","2020-04-20","101.43","5.14"
"Portugal","2020-04-20","489.29","28.00"
"British Virgin Islands","2020-04-20","0.43","0.14"
"Ireland","2020-04-20","600.57","41.43"
"Belgium","2020-04-20","896.43","184.14"
"El Salvador","2020-04-20","12.00","0.14"
"Philippines","2020-04-20","172.43","13.86"
"Democratic Republic of Congo","2020-04-20","16.43","0.43"
"Europe","2020-04-20","25548.14","3196.43"
"Hungary","2020-04-20","83.43","11.86"
"United States","2020-04-20","29309.29","2128.43"
"Guyana","2020-04-20","1.43","0.14"
"Cuba","2020-04-20","50.14","2.71"
"Armenia","2020-04-20","65.00","1.14"
"Norway","2020-04-20","60.29","6.43"
"Austria","2020-04-20","64.29","12.14"
"Pakistan","2020-04-20","675.71","15.71"
"Burkina Faso","2020-04-20","8.00","0.86"
"Ethiopia","2020-04-20","2.43","0.14"
"Belarus","2020-04-20","614.43","3.14"
"Uzbekistan","2020-04-20","52.86","0.43"
"Andorra","2020-04-20","4.86","0.71"
"New Zealand","2020-04-20","3.29","1.00"
"Guinea","2020-04-20","88.14","0.57"
"Guatemala","2020-04-20","27.86","1.17"
"Jersey","2020-04-20","2.71","1.00"
"Ukraine","2020-04-20","452.57","9.71"
"Slovakia","2020-04-20","31.14","0.86"
"Malaysia","2020-04-20","62.43","1.43"
"Kyrgyzstan","2020-04-20","24.86","0.43"
"Barbados","2020-04-20","0.29","0.14"
"North America","2020-04-20","32901.71","2502.57"
"Africa","2020-04-20","1356.29","41.29"
"Venezuela","2020-04-20","16.29","0.14"
"Croatia","2020-04-20","26.29","2.14"
"Libya","2020-04-20","1.71","0.14"
"Russia","2020-04-20","5442.29","55.14"
"Moldova","2020-04-20","136.14","4.86"
"Azerbaijan","2020-04-20","36.00","0.86"
"High income","2020-04-20","54442.71","5450.00"
"Cameroon","2020-04-20","86.43","1.86"
"Kenya","2020-04-20","11.57","0.29"
"Spain","2020-04-20","2307.43","379.29"
"Antigua and Barbuda","2020-04-20","0.14","0.14"
"Egypt","2020-04-20","183.86","11.86"
"Jamaica","2020-04-20","17.86","0.29"
"Mexico","2020-04-20","1323.43","207.57"
"Malawi","2020-04-20","2.29","0.14"
"Bahrain","2020-04-20","116.57","0.14"
"Malta","2020-04-20","3.00","0.14"
"Mali","2020-04-20","22.00","1.14"
"Togo","2020-04-20","1.71","0.14"
"Iceland","2020-04-20","3.00","0.14"
"Guadeloupe","2020-04-20","0.57","0.14"
"Sint Maarten (Dutch part)","2020-04-20","2.29","0.43"
"Oman","2020-04-20","103.57","0.57"
"Somalia","2020-04-20","36.43","1.57"
"Lebanon","2020-04-20","4.43","0.43"
"Greece","2020-04-20","38.71","2.86"
"Ecuador","2020-04-20","1956.71","17.14"
"Liberia","2020-04-20","4.57","0.71"
"Morocco","2020-04-20","173.14","3.14"
"Serbia","2020-04-20","255.00","4.86"
"Gabon","2020-04-20","9.57","0.29"
"India","2020-04-20","1540.57","45.29"
"Poland","2020-04-20","361.57","25.14"
"United Arab Emirates","2020-04-20","501.57","4.86"
"Bolivia","2020-04-20","44.86","1.86"
"Czechia","2020-04-20","100.14","6.00"
"North Macedonia","2020-04-20","25.57","1.43"
"South Africa","2020-04-20","189.57","4.86"
"Bulgaria","2020-04-20","52.71","2.00"
"Albania","2020-04-20","19.86","0.14"
"Paraguay","2020-04-20","3.00","0.14"
"Argentina","2020-04-20","199.71","18.86"
"Isle of Man","2020-04-20","2.43","2.00"
"France","2020-04-20","1736.43","469.43"
"Guernsey","2020-04-20","0.86","0.43"
"Thailand","2020-04-20","22.43","0.57"
"Brazil","2020-04-20","2759.00","218.43"
"Cote d'Ivoire","2020-04-20","40.29","0.86"
"Israel","2020-04-20","251.29","5.29"
"Dominican Republic","2020-04-20","227.29","8.00"
"Syria","2020-04-20","0.57","0.14"
"Kazakhstan","2020-04-20","139.14","0.86"
"Iraq","2020-04-20","35.71","0.57"
"Puerto Rico","2020-04-20","16.14","2.86"
"Asia","2020-04-20","12877.29","367.57"
"Netherlands","2020-04-20","788.71","115.43"
"Iran","2020-04-20","1208.57","88.43"
"Switzerland","2020-04-20","170.29","29.00"
"Italy","2020-04-20","2775.14","451.00"
"Peru","2020-04-20","1165.57","202.86"
"Algeria","2020-04-20","103.14","6.86"
"Zimbabwe","2020-04-20","0.86","0.14"
"Costa Rica","2020-04-20","5.43","0.29"
"Kosovo","2020-04-20","31.57","0.43"
"Bosnia and Herzegovina","2020-04-20","31.14","1.43"
"Georgia","2020-04-20","13.00","0.14"
"South Korea","2020-04-20","9.57","1.14"
"Luxembourg","2020-04-20","14.14","2.00"
"Nicaragua","2020-04-20","0.29","0.29"
"Chile","2020-04-20","446.86","7.86"
"Haiti","2020-04-20","4.00","0.43"
"United Kingdom","2020-04-20","4786.57","1099.00"
"Sudan","2020-04-20","21.00","1.00"
"Colombia","2020-04-20","206.00","10.29"
"World","2020-04-20","79514.00","6588.86"
"Qatar","2020-04-20","621.43","0.29"
"Canada","2020-04-20","1715.00","141.86"
"Montenegro","2020-04-20","2.00","0.14"
"French Guiana","2020-04-20","1.86","0.14"
"Tunisia","2020-04-20","10.43","0.14"
"Zambia","2020-04-20","3.86","0.14"
"Kuwait","2020-04-20","163.00","1.86"
"South America","2020-04-20","6809.43","478.29"
"Oceania","2020-04-20","21.14","2.71"
"Denmark","2020-04-20","171.86","10.29"
"Upper middle income","2020-04-20","18855.43","889.00"
"Congo","2020-04-20","8.14","0.29"
"San Marino","2020-04-20","8.29","0.14"
"Afghanistan","2020-04-20","75.71","2.71"
"Indonesia","2020-04-20","329.57","23.00"
"Slovenia","2020-04-20","9.43","1.71"
"Nicaragua","2020-04-27","0.43","0.14"
"Indonesia","2020-04-27","330.00","14.57"
"Upper middle income","2020-04-27","23647.43","1395.57"
"Israel","2020-04-27","109.71","4.29"
"Jordan","2020-04-27","2.29","0.29"
"Benin","2020-04-27","4.29","0.29"
"Democratic Republic of Congo","2020-04-27","33.14","0.71"
"Lebanon","2020-04-27","4.14","0.14"
"Uruguay","2020-04-27","12.14","0.71"
"Turkey","2020-04-27","2371.71","90.00"
"Norway","2020-04-27","43.14","1.57"
"Kuwait","2020-04-27","246.71","2.00"
"European Union","2020-04-27","8700.00","1361.00"
"Japan","2020-04-27","236.71","20.57"
"Bolivia","2020-04-27","60.29","3.14"
"Andorra","2020-04-27","1.29","0.57"
"Lithuania","2020-04-27","11.71","0.29"
"Azerbaijan","2020-04-27","37.43","0.57"
"Cape Verde","2020-04-27","8.86","0.29"
"Kenya","2020-04-27","13.14","1.14"
"Congo","2020-04-27","4.14","0.29"
"Czechia","2020-04-27","58.86","4.14"
"New Zealand","2020-04-27","2.14","0.29"
"Iran","2020-04-27","1017.14","72.29"
"Belarus","2020-04-27","891.14","4.29"
"Romania","2020-04-27","299.57","24.29"
"Guyana","2020-04-27","1.29","0.29"
"Germany","2020-04-27","1102.14","57.43"
"Low income","2020-04-27","476.14","16.29"
"United States","2020-04-27","28348.00","1947.86"
"Qatar","2020-04-27","787.71","0.29"
"Yemen","2020-04-27","1.29","0.29"
"Peru","2020-04-27","2687.29","324.43"
"Belgium","2020-04-27","466.00","118.71"
"Chad","2020-04-27","10.14","2.86"
"Bosnia and Herzegovina","2020-04-27","50.43","2.14"
"South Africa","2020-04-27","282.14","5.29"
"Thailand","2020-04-27","6.71","0.43"
"Iraq","2020-04-27","65.14","1.29"
"Niger","2020-04-27","7.43","0.29"
"Singapore","2020-04-27","693.57","0.71"
"Oceania","2020-04-27","14.71","2.29"
"Australia","2020-04-27","11.43","2.00"
"Cyprus","2020-04-27","7.71","0.14"
"Sierra Leone","2020-04-27","9.86","0.71"
"Tanzania","2020-04-27","25.71","1.14"
"Latvia","2020-04-27","9.57","0.57"
"Haiti","2020-04-27","1.86","0.29"
"Montenegro","2020-04-27","0.43","0.14"
"Luxembourg","2020-04-27","10.29","1.14"
"Cuba","2020-04-27","39.14","2.14"
"Mali","2020-04-27","24.86","0.71"
"Ireland","2020-04-27","378.43","28.71"
"Afghanistan","2020-04-27","143.71","3.29"
"Jersey","2020-04-27","1.57","0.71"
"Croatia","2020-04-27","10.29","3.29"
"Ukraine","2020-04-27","470.86","11.29"
"Kyrgyzstan","2020-04-27","19.14","0.29"
"Spain","2020-04-27","1316.57","245.57"
"Serbia","2020-04-27","226.14","5.43"
"Tajikistan","2020-04-27","10.86","0.29"
"Malaysia","2020-04-27","62.00","0.71"
"Albania","2020-04-27","14.86","0.57"
"Isle of Man","2020-04-27","1.57","0.71"
"United Arab Emirates","2020-04-27","540.86","6.86"
"Poland","2020-04-27","300.29","20.00"
"Greece","2020-04-27","16.29","1.86"
"Asia","2020-04-27","12258.14","341.14"
"Madagascar","2020-04-27","3.57","0.14"
"Africa","2020-04-27","1811.43","55.14"
"Italy","2020-04-27","1996.71","332.29"
"Oman","2020-04-27","82.57","0.29"
"Georgia","2020-04-27","14.86","0.43"
"South America","2020-04-27","10259.00","860.71"
"Sweden","2020-04-27","553.00","77.43"
"Sudan","2020-04-27","54.14","3.43"
"Portugal","2020-04-27","359.14","20.71"
"United States Virgin Islands","2020-04-27","1.57","0.14"
"Nigeria","2020-04-27","172.29","7.14"
"Panama","2020-04-27","197.43","5.43"
"Uzbekistan","2020-04-27","37.43","0.14"
"Sao Tome and Principe","2020-04-27","2.14","0.57"
"Estonia","2020-04-27","8.14","1.00"
"Honduras","2020-04-27","44.00","2.86"
"Saudi Arabia","2020-04-27","1308.57","5.71"
"Equatorial Guinea","2020-04-27","31.43","0.43"
"World","2020-04-27","79448.43","6044.57"
"Finland","2020-04-27","93.29","3.00"
"Bangladesh","2020-04-27","577.00","4.57"
"Lower middle income","2020-04-27","6817.57","254.43"
"El Salvador","2020-04-27","24.57","0.29"
"Myanmar","2020-04-27","0.71","0.14"
"Philippines","2020-04-27","233.43","15.57"
"Hungary","2020-04-27","71.14","9.71"
"Sint Maarten (Dutch part)","2020-04-27","0.43","0.14"
"Barbados","2020-04-27","0.57","0.14"
"Armenia","2020-04-27","91.43","1.00"
"France","2020-04-27","940.29","306.29"
"Pakistan","2020-04-27","911.43","24.43"
"Burkina Faso","2020-04-27","2.86","0.43"
"Austria","2020-04-27","52.29","8.57"
"Guatemala","2020-04-27","30.57","0.71"
"Jamaica","2020-04-27","20.57","0.14"
"Gabon","2020-04-27","22.71","0.29"
"Chile","2020-04-27","796.71","9.43"
"Mexico","2020-04-27","1653.00","337.29"
"North America","2020-04-27","32220.29","2462.14"
"Europe","2020-04-27","22884.86","2323.14"
"Slovakia","2020-04-27","4.14","0.86"
"Russia","2020-04-27","7676.86","76.14"
"Bermuda","2020-04-27","2.14","0.14"
"Guadeloupe","2020-04-27","0.43","0.50"
"Puerto Rico","2020-04-27","12.57","1.71"
"Egypt","2020-04-27","267.71","15.43"
"Cameroon","2020-04-27","65.14","1.14"
"Bulgaria","2020-04-27","49.57","2.43"
"Togo","2020-04-27","3.86","0.43"
"Somalia","2020-04-27","40.14","1.86"
"Ecuador","2020-04-27","677.86","113.57"
"Guinea-Bissau","2020-04-27","29.71","0.29"
"Paraguay","2020-04-27","15.71","0.14"
"India","2020-04-27","1926.29","68.14"
"Morocco","2020-04-27","118.86","2.00"
"Tunisia","2020-04-27","10.00","0.57"
"Liberia","2020-04-27","5.86","0.86"
"North Macedonia","2020-04-27","17.86","3.29"
"Maldives","2020-04-27","48.43","0.14"
"Cote d'Ivoire","2020-04-27","30.29","0.14"
"Brazil","2020-04-27","5513.43","379.86"
"Argentina","2020-04-27","184.14","16.43"
"Kazakhstan","2020-04-27","182.29","0.14"
"Dominican Republic","2020-04-27","236.00","7.57"
"High income","2020-04-27","48463.86","4376.86"
"Algeria","2020-04-27","148.43","5.71"
"Netherlands","2020-04-27","437.00","82.43"
"Libya","2020-04-27","0.29","0.14"
"Moldova","2020-04-27","106.86","4.29"
"Switzerland","2020-04-27","105.57","13.57"
"Kosovo","2020-04-27","13.14","0.14"
"Colombia","2020-04-27","303.57","12.71"
"Mayotte","2020-04-27","34.57","0.29"
"Slovenia","2020-04-27","6.00","2.00"
"United Kingdom","2020-04-27","4550.14","837.14"
"South Korea","2020-04-27","9.29","1.14"
"Canada","2020-04-27","1596.14","154.71"
"China","2020-04-27","7.86","0.14"
"Denmark","2020-04-27","137.43","8.14"
"Mauritius","2020-04-27","0.14","0.14"
"San Marino","2020-04-27","9.57","0.14"
"Kosovo","2020-05-04","6.71","0.29"
"Chile","2020-05-04","1254.86","8.14"
"Sint Maarten (Dutch part)","2020-05-04","0.14","0.29"
"Moldova","2020-05-04","116.43","5.86"
"Cote d'Ivoire","2020-05-04","43.57","0.86"
"Montenegro","2020-05-04","0.29","0.14"
"Israel","2020-05-04","41.86","2.71"
"Panama","2020-05-04","192.86","5.57"
"Pakistan","2020-05-04","1480.29","28.43"
"Lower middle income","2020-05-04","10118.14","312.86"
"Serbia","2020-05-04","95.71","3.43"
"European Union","2020-05-04","7160.43","1010.57"
"Japan","2020-05-04","129.71","17.29"
"Bolivia","2020-05-04","148.14","5.71"
