"formatted_date","continent","location","new_vaccinations"
"2022-05-28","South America","Argentina","113769"
"2022-05-29","South America","Argentina","57935"
"2022-05-30","South America","Argentina","200537"
"2022-05-31","South America","Argentina","191041"
"2022-06-01","South America","Argentina","161315"
"2022-06-02","South America","Argentina","162441"
"2022-06-03","South America","Argentina","177076"
"2022-06-04","South America","Argentina","43055"
"2022-06-05","South America","Argentina","18142"
"2022-06-06","South America","Argentina","144709"
"2022-06-07","South America","Argentina","138962"
"2022-06-08","South America","Argentina","143198"
"2022-06-09","South America","Argentina","140861"
"2022-06-13","South America","Argentina","136453"
"2022-06-14","South America","Argentina","145580"
"2022-06-15","South America","Argentina","144137"
"2022-06-16","South America","Argentina","151489"
"2022-06-17","South America","Argentina","24410"
"2022-06-18","South America","Argentina","27177"
"2022-06-19","South America","Argentina","1439"
"2022-06-20","South America","Argentina","18311"
"2022-06-21","South America","Argentina","115557"
"2022-06-22","South America","Argentina","111744"
"2022-06-23","South America","Argentina","109404"
"2022-06-24","South America","Argentina","118473"
"2022-06-25","South America","Argentina","29681"
"2022-06-26","South America","Argentina","17944"
"2022-06-27","South America","Argentina","66634"
"2022-06-28","South America","Argentina","101790"
"2022-06-29","South America","Argentina","100987"
"2022-06-30","South America","Argentina","100946"
"2022-07-01","South America","Argentina","102409"
"2022-07-02","South America","Argentina","27117"
"2022-07-03","South America","Argentina","14523"
"2022-07-04","South America","Argentina","88991"
"2022-07-05","South America","Argentina","92630"
"2022-07-06","South America","Argentina","92901"
"2022-07-07","South America","Argentina","93226"
"2022-07-08","South America","Argentina","93317"
"2022-07-09","South America","Argentina","20582"
"2022-07-13","South America","Argentina","80976"
"2022-07-14","South America","Argentina","77395"
"2022-07-15","South America","Argentina","70571"
"2022-07-16","South America","Argentina","15729"
"2022-07-17","South America","Argentina","9385"
"2022-07-18","South America","Argentina","66098"
"2022-07-19","South America","Argentina","74843"
"2022-07-20","South America","Argentina","63824"
"2022-07-21","South America","Argentina","66021"
"2022-07-22","South America","Argentina","73942"
"2022-07-23","South America","Argentina","14604"
"2022-07-24","South America","Argentina","6393"
"2022-07-25","South America","Argentina","53119"
"2022-07-26","South America","Argentina","65432"
"2022-07-27","South America","Argentina","62345"
"2022-07-28","South America","Argentina","65596"
"2022-07-29","South America","Argentina","75945"
"2022-07-30","South America","Argentina","15724"
"2022-07-31","South America","Argentina","6874"
"2022-08-01","South America","Argentina","47213"
"2022-08-02","South America","Argentina","49146"
"2022-08-03","South America","Argentina","45667"
"2022-08-04","South America","Argentina","43126"
"2022-08-05","South America","Argentina","56784"
"2022-08-06","South America","Argentina","10225"
"2022-08-07","South America","Argentina","4684"
"2022-08-08","South America","Argentina","48508"
"2022-08-09","South America","Argentina","49154"
"2022-08-13","South America","Argentina","11603"
"2022-08-14","South America","Argentina","4918"
"2022-08-15","South America","Argentina","6505"
"2022-08-16","South America","Argentina","44789"
"2022-08-17","South America","Argentina","45328"
"2022-08-18","South America","Argentina","46444"
"2022-08-19","South America","Argentina","46132"
"2022-08-20","South America","Argentina","9087"
"2022-08-21","South America","Argentina","3111"
"2022-08-22","South America","Argentina","43164"
"2022-08-23","South America","Argentina","42031"
"2022-08-24","South America","Argentina","43668"
"2022-08-25","South America","Argentina","38969"
"2022-08-26","South America","Argentina","40727"
"2022-08-27","South America","Argentina","7583"
"2022-08-28","South America","Argentina","3154"
"2022-08-29","South America","Argentina","34203"
"2022-08-30","South America","Argentina","31884"
"2022-08-31","South America","Argentina","32155"
"2022-09-01","South America","Argentina","28564"
"2022-09-02","South America","Argentina","6168"
"2022-09-03","South America","Argentina","6088"
"2022-09-04","South America","Argentina","2034"
"2022-09-05","South America","Argentina","29565"
"2022-09-06","South America","Argentina","31598"
"2022-09-07","South America","Argentina","29982"
"2022-09-08","South America","Argentina","28153"
"2022-09-09","South America","Argentina","30076"
"2022-09-13","South America","Argentina","26573"
"2022-09-14","South America","Argentina","25982"
"2022-09-15","South America","Argentina","24763"
"2022-09-16","South America","Argentina","26480"
"2022-09-17","South America","Argentina","4227"
"2022-09-18","South America","Argentina","1558"
"2022-09-19","South America","Argentina","21753"
"2022-09-20","South America","Argentina","21529"
"2022-09-21","South America","Argentina","17647"
"2022-09-22","South America","Argentina","24249"
"2022-09-23","South America","Argentina","24548"
"2022-09-24","South America","Argentina","3722"
"2022-09-25","South America","Argentina","1467"
"2022-09-26","South America","Argentina","21072"
"2022-09-27","South America","Argentina","19161"
"2022-09-28","South America","Argentina","17872"
"2022-09-29","South America","Argentina","19155"
"2022-09-30","South America","Argentina","19370"
"2022-10-01","South America","Argentina","2839"
"2022-10-01","South America","Argentina","517079"
"2022-10-02","South America","Argentina","761"
"2022-10-02","South America","Argentina","269937"
"2022-10-03","South America","Argentina","16329"
"2022-10-03","South America","Argentina","117651"
"2022-10-04","South America","Argentina","12723"
"2022-10-04","South America","Argentina","16322"
"2022-10-05","South America","Argentina","16012"
"2022-10-05","South America","Argentina","177885"
"2022-10-06","South America","Argentina","18411"
"2022-10-06","South America","Argentina","152940"
"2022-10-07","South America","Argentina","2622"
"2022-10-07","South America","Argentina","12989"
"2022-10-08","South America","Argentina","1895"
"2022-10-08","South America","Argentina","51201"
"2022-10-09","South America","Argentina","787"
"2022-10-09","South America","Argentina","5853"
"2022-10-10","South America","Argentina","1263"
"2022-10-11","South America","Argentina","25485"
"2022-10-12","South America","Argentina","25547"
"2022-10-13","South America","Argentina","14198"
"2022-10-14","South America","Argentina","14574"
"2022-10-15","South America","Argentina","2134"
"2022-10-16","South America","Argentina","376"
"2022-10-17","South America","Argentina","11922"
"2022-10-18","South America","Argentina","13395"
"2022-10-19","South America","Argentina","14184"
"2022-10-20","South America","Argentina","14640"
"2022-10-21","South America","Argentina","15913"
"2022-10-22","South America","Argentina","2700"
"2022-10-23","South America","Argentina","938"
"2022-10-24","South America","Argentina","12927"
"2022-10-25","South America","Argentina","13442"
"2022-10-26","South America","Argentina","11138"
"2022-10-27","South America","Argentina","13589"
"2022-10-28","South America","Argentina","13203"
"2022-10-29","South America","Argentina","1762"
"2022-10-30","South America","Argentina","379"
"2022-10-31","South America","Argentina","11890"
"2022-11-01","South America","Argentina","13646"
"2022-11-01","South America","Argentina","502208"
"2022-11-02","South America","Argentina","15518"
"2022-11-02","South America","Argentina","243249"
"2022-11-03","South America","Argentina","20083"
"2022-11-03","South America","Argentina","128728"
"2022-11-04","South America","Argentina","24357"
"2022-11-04","South America","Argentina","68133"
"2022-11-05","South America","Argentina","3962"
"2022-11-05","South America","Argentina","161698"
"2022-11-06","South America","Argentina","4701"
"2022-11-06","South America","Argentina","38916"
"2022-11-07","South America","Argentina","24471"
"2022-11-07","South America","Argentina","77054"
"2022-11-08","South America","Argentina","24818"
"2022-11-08","South America","Argentina","50527"
"2022-11-09","South America","Argentina","1872"
"2022-11-09","South America","Argentina","26948"
"2022-11-10","South America","Argentina","14248"
"2022-11-11","South America","Argentina","28050"
"2022-11-12","South America","Argentina","2957"
"2022-11-13","South America","Argentina","1270"
"2022-11-14","South America","Argentina","26204"
"2022-11-15","South America","Argentina","27312"
"2022-11-16","South America","Argentina","25822"
"2022-11-17","South America","Argentina","23741"
"2022-11-18","South America","Argentina","25015"
"2022-11-19","South America","Argentina","4390"
"2022-11-20","South America","Argentina","805"
"2022-11-21","South America","Argentina","1740"
"2022-11-22","South America","Argentina","18735"
"2022-11-23","South America","Argentina","24039"
"2022-11-24","South America","Argentina","28553"
"2022-11-25","South America","Argentina","32153"
"2022-11-26","South America","Argentina","4090"
"2022-11-27","South America","Argentina","1700"
"2022-11-28","South America","Argentina","40777"
"2022-11-29","South America","Argentina","59744"
"2022-11-30","South America","Argentina","69448"
"2022-12-01","South America","Argentina","72712"
"2022-12-01","South America","Argentina","502700"
"2022-12-02","South America","Argentina","84953"
"2022-12-02","South America","Argentina","123988"
"2022-12-03","South America","Argentina","16517"
"2022-12-03","South America","Argentina","57832"
"2022-12-04","South America","Argentina","7099"
"2022-12-04","South America","Argentina","69997"
"2022-12-05","South America","Argentina","101962"
"2022-12-05","South America","Argentina","168247"
"2022-12-06","South America","Argentina","17160"
"2022-12-06","South America","Argentina","125754"
"2022-12-07","South America","Argentina","81130"
"2022-12-07","South America","Argentina","120815"
"2022-12-08","South America","Argentina","18276"
"2022-12-08","South America","Argentina","57859"
"2022-12-09","South America","Argentina","16435"
"2022-12-09","South America","Argentina","26035"
"2022-12-10","South America","Argentina","14057"
"2022-12-11","South America","Argentina","4225"
"2022-12-12","South America","Argentina","130426"
"2022-12-13","South America","Argentina","122658"
"2022-12-14","South America","Argentina","130911"
"2022-12-15","South America","Argentina","132378"
"2022-12-16","South America","Argentina","138018"
"2022-12-17","South America","Argentina","27899"
"2022-12-18","South America","Argentina","4068"
"2022-12-19","South America","Argentina","101672"
"2022-12-20","South America","Argentina","37778"
"2022-12-21","South America","Argentina","115261"
"2022-12-22","South America","Argentina","95077"
"2022-12-23","South America","Argentina","29650"
"2022-12-24","South America","Argentina","2788"
"2022-12-25","South America","Argentina","348"
"2022-12-26","South America","Argentina","112741"
"2022-12-27","South America","Argentina","135114"
"2022-12-28","South America","Argentina","127679"
"2022-12-29","South America","Argentina","101009"
"2022-12-30","South America","Argentina","23140"
"2022-12-31","South America","Argentina","866"
